Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_AS,sn_B,sn_CN,sn_BA,sn_FE,sn_HG,sn_MN,sn_CU,sn_NI,sn_ZN,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,HPI,year,month
2018-07-09,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),6.26,7.76,5.866,0.5,1.0,0.868,572.0,9.0,4.0,5.9,0.005,490.0,1.0,154.0,0.255,67.92,158.0,0.00211,0.03073,0.00402,0.04531,0.01519,0.00354,0.00963,2.144e-06,59.53,24.54,250.0,0.18377,0.36,40.1,0.022,5,1,1.2e-05,8.288264692037941,0.033666338556851125,0.17883327260836487,0.25971587025552034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.864679265024673,2018,7
2018-07-09,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),6.26,7.76,5.866,0.5,1.0,0.868,572.0,9.0,4.0,5.9,0.005,490.0,1.0,154.0,0.255,67.92,158.0,0.00211,0.03073,0.00402,0.04531,0.01519,0.00354,0.00963,2.144e-06,59.53,24.54,250.0,0.18377,0.36,40.1,0.022,5,1,1.2e-05,8.288264692037941,0.033666338556851125,0.17883327260836487,0.25971587025552034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.864679265024673,2018,7
2018-08-06,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),5.36,7.82,7.057,0.5,,,554.0,11.0,4.0,26.3,0.005,4300.0,,140.0,0.446,76.36,136.0,0.00218,0.02631,0.00527,0.05464,0.02144,0.00473,0.01323,2.926e-06,56.96,24.46,243.0,0.4164,0.36,40.1,0.022,5,1,1.2e-05,8.114355152506995,0.03277744077123523,0.17458783691291713,0.2535409508996351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.375881122137784,2018,8
2018-08-06,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),5.36,7.82,7.057,0.5,,,554.0,11.0,4.0,26.3,0.005,4300.0,,140.0,0.446,76.36,136.0,0.00218,0.02631,0.00527,0.05464,0.02144,0.00473,0.01323,2.926e-06,56.96,24.46,243.0,0.4164,0.36,40.1,0.022,5,1,1.2e-05,8.114355152506995,0.03277744077123523,0.17458783691291713,0.2535409508996351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.375881122137784,2018,8
2018-09-04,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),6.09,6.75,1.766,0.5,1.0,0.483,364.0,35.0,7.0,5.8,0.005,9100.0,9.9,77.0,0.156,29.21,112.0,0.00146,0.02864,0.00277,0.08552,0.00822,0.002,0.01,8.919e-06,36.38,13.94,148.0,0.08214,0.36,40.1,0.022,5,1,1.2e-05,5.603459412482309,0.020543640119785146,0.11477108518316169,0.1665661204839633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.24530266653463,2018,9
2018-09-04,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),6.09,6.75,1.766,0.5,1.0,0.483,364.0,35.0,7.0,5.8,0.005,9100.0,9.9,77.0,0.156,29.21,112.0,0.00146,0.02864,0.00277,0.08552,0.00822,0.002,0.01,8.919e-06,36.38,13.94,148.0,0.08214,0.36,40.1,0.022,5,1,1.2e-05,5.603459412482309,0.020543640119785146,0.11477108518316169,0.1665661204839633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.24530266653463,2018,9
2018-10-01,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),7.87,7.35,9.331,0.5,1.0,2.081,630.0,10.0,4.0,5.0,0.005,670.0,1.1,147.0,0.481,79.62,152.0,0.00174,0.02765,0.00358,0.03295,0.01073,0.0053,0.01639,2.311e-06,59.7,24.13,248.0,0.2076,0.36,40.1,0.022,5,1,1.2e-05,8.238703581337987,0.03341251632706736,0.17762218114339395,0.25795433359320635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.254565473472628,2018,10
2018-10-01,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),7.87,7.35,9.331,0.5,1.0,2.081,630.0,10.0,4.0,5.0,0.005,670.0,1.1,147.0,0.481,79.62,152.0,0.00174,0.02765,0.00358,0.03295,0.01073,0.0053,0.01639,2.311e-06,59.7,24.13,248.0,0.2076,0.36,40.1,0.022,5,1,1.2e-05,8.238703581337987,0.03341251632706736,0.17762218114339395,0.25795433359320635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.254565473472628,2018,10
2018-11-05,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),8.18,7.13,5.295,0.5,1.0,0.944,526.0,17.0,6.0,5.9,0.007,1400.0,4.3,131.0,0.35,69.0,159.0,0.00106,0.0291,0.00331,0.08838,0.02569,0.00405,0.01453,3.005e-06,59.79,23.75,247.0,0.14656,0.36,40.1,0.022,5,1,1.2e-05,8.213885085677271,0.03328556089684991,0.17701607189470284,0.2570727525476552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.036356613025145,2018,11
2018-11-05,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),8.18,7.13,5.295,0.5,1.0,0.944,526.0,17.0,6.0,5.9,0.007,1400.0,4.3,131.0,0.35,69.0,159.0,0.00106,0.0291,0.00331,0.08838,0.02569,0.00405,0.01453,3.005e-06,59.79,23.75,247.0,0.14656,0.36,40.1,0.022,5,1,1.2e-05,8.213885085677271,0.03328556089684991,0.17701607189470284,0.2570727525476552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.036356613025145,2018,11
2018-12-03,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),10.54,7.2,1.654,0.5,1.152,0.309,650.0,36.0,7.0,5.1,0.005,2100.0,4.9,232.0,0.2,48.0,166.0,0.002,0.03115,0.00212,0.06257,0.01828,0.00161,,6.791000000000001e-06,58.05,21.49,233.0,0.06211,0.36,40.1,0.022,5,1,1.2e-05,7.86369161812832,0.03150500545147852,0.16849002159968055,0.24467217975690228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.544807189824205,2018,12
2018-12-03,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),10.54,7.2,1.654,0.5,1.152,0.309,650.0,36.0,7.0,5.1,0.005,2100.0,4.9,232.0,0.2,48.0,166.0,0.002,0.03115,0.00212,0.06257,0.01828,0.00161,,6.791000000000001e-06,58.05,21.49,233.0,0.06211,0.36,40.1,0.022,5,1,1.2e-05,7.86369161812832,0.03150500545147852,0.16849002159968055,0.24467217975690228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.544807189824205,2018,12
2018-03-12,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),12.2,7.21,0.446,0.129,1.0,0.125,722.0,10.0,4.0,1.7,0.005,9.0,16.1,289.0,0.105,57.25,147.0,0.02,0.0309,0.004,0.05,0.0167,0.005,0.005,2.61e-06,59.345,20.3323,232.0,0.037,0.36,40.1,0.022,5,1,1.2e-05,7.838476957327449,0.03137759041475039,0.16787804845563842,0.24378214206474305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74395450811677,2018,3
2018-04-09,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),14.5,7.75,0.15,0.117,1.0,0.102,320.0,15.0,4.0,2.9,0.005,70.0,22.4,86.0,0.101,39.65,125.0,0.05,0.02278,0.025,0.1,0.005,0.005,0.1,1.141e-06,42.0,15.0,167.0,0.028,0.36,40.1,0.022,5,1,1.2e-05,6.132311348811265,0.02301973233063784,0.12711863224769793,0.18451496075819163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56961136763527,2018,4
2018-05-14,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),8.9,6.99,1.22,0.173,1.0,0.15,256.0,12.0,4.0,2.5,0.005,2300.0,2.2,48.0,0.16,31.5,114.0,0.05,0.0235,0.025,0.1,0.0157,0.005,0.1,2.556e-06,38.62,13.35,151.0,0.039,0.36,40.1,0.022,5,1,1.2e-05,5.688056402879122,0.02093576766400661,0.11673620595318035,0.1694225002819708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35737735410114,2018,5
2018-06-11,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),6.34,6.93,0.282,0.219,1.0,0.1,222.0,9.0,4.0,2.1,0.005,560.0,4.3,23.0,0.11,23.44,113.0,0.05,0.0204,0.025,0.1,0.007,0.005,0.1,5e-07,35.08,11.76,136.0,0.021,0.36,40.1,0.022,5,1,1.2e-05,5.260600362527936,0.018970429767815232,0.10684765455037327,0.15504988064106426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.262482181280787,2018,6
2018-07-16,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),10.15,8.28,0.25,0.5,1.0,0.1,190.0,15.0,7.0,2.1,0.005,,1.0,13.0,0.127,23.17,109.0,0.002,0.02041,0.002,0.01698,0.00164,0.002,0.01,2.2839999999999996e-06,34.43,12.27,136.0,0.02481,0.36,40.1,0.022,5,1,1.2e-05,5.260600362527936,0.018970429767815232,0.10684765455037327,0.15504988064106426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.026168531337962,2018,7
2018-08-13,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),7.89,7.75,,,,,,,,2.1,0.005,60.0,1.0,13.0,0.1,,,0.002,0.01999,0.002,0.01428,0.00161,0.002,0.01,4.6669999999999995e-06,33.24,11.93,132.0,0.02409,0.36,40.1,0.022,5,1,1.2e-05,5.144632560973466,0.018444274127760778,0.10418294328496604,0.15117716996653258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.85591022879726,2018,8
2018-09-10,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),8.06,7.71,0.283,0.5,1.0,0.1,220.0,11.0,4.0,2.0,0.005,180.0,2.5,14.0,0.105,18.84,103.0,0.002,0.02162,0.00123,0.01692,0.00193,0.002,0.01,3.2999999999999997e-06,35.6,11.9,138.0,0.02275,0.36,40.1,0.022,5,1,1.2e-05,5.318259462541248,0.019233170673661367,0.10817546827559259,0.15697969071637974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.478455544272805,2018,9
2018-10-08,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),6.27,7.31,0.96,0.5,1.0,0.107,268.0,10.0,4.0,2.2,0.005,80.0,3.7,32.0,0.152,24.52,115.0,0.001,0.02148,0.00258,0.14412,0.00637,0.0017,0.01221,5.329e-06,38.65,12.33,147.0,0.04343,0.36,40.1,0.022,5,1,1.2e-05,5.575164184057761,0.020412829265386335,0.11411468662789316,0.16561203622537668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.36864341349317,2018,10
2018-11-13,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),8.65,6.9,0.25,0.5,1.0,0.1,284.0,4.0,4.0,3.9,0.005,10.0,8.1,52.0,0.14,31.0,139.0,0.002,0.02577,0.00161,0.09156,0.00587,0.00101,0.00682,7.73e-07,44.47,14.32,170.0,0.04373,0.36,40.1,0.022,5,1,1.2e-05,6.214383020360139,0.023409157521230538,0.12904787700419834,0.18731962956570528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.449865190141295,2018,11
2018-03-05,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),10.3,7.16,2.932,0.1,1.0,0.186,700.0,16.0,4.0,4.8,0.005,290.0,5.9,264.0,0.178,55.22,198.0,0.02,0.0381,0.004,0.05,0.0283,0.005,0.0059,4.53e-06,70.7752,30.1804,301.0,0.13,0.36,40.1,0.022,5,1,1.2e-05,9.520667759119569,0.04010164263444892,0.2092465624561141,0.30395781288582235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72846073640369,2018,3
2018-04-02,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.8,7.29,5.31,0.1,1.0,0.502,882.0,6.0,4.0,4.6,0.005,70.0,10.3,324.0,0.335,80.26,207.0,0.00221,0.0411,0.0085,0.01,0.02135,0.00335,0.01015,1.2700000000000001e-06,77.72,32.57,328.0,0.179,0.36,40.1,0.022,5,1,1.2e-05,10.151373492595694,0.04348236385646713,0.22501960011267488,0.32690670403796435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.591178264303716,2018,4
2018-05-07,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),7.4,6.79,2.128,0.109,1.0,0.282,714.0,27.0,5.0,5.9,0.005,510.0,6.4,239.0,0.183,57.42,193.0,0.05,0.0405,0.025,0.1,0.02787,0.005,0.1,4.55e-06,66.98,28.12,283.0,0.139,0.36,40.1,0.022,5,1,1.2e-05,9.092236821498746,0.037838158306008673,0.19861058985764152,0.2884845545497665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.913753348943224,2018,5
2018-06-04,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.28,7.05,2.107,0.1,1.013,0.425,506.0,27.0,5.0,6.1,0.005,400.0,5.5,148.0,0.2,44.4,184.0,0.05,0.0364,0.025,0.1,0.01923,0.005,0.1,,56.71,24.08,241.0,0.134,0.36,40.1,0.022,5,1,1.2e-05,8.064434768800991,0.032523199850135666,0.17337141540966158,0.2517717272647922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043389512867514766,2018,6
2018-07-09,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.05,7.7,2.882,0.5,1.0,0.369,544.0,18.0,4.0,8.1,0.005,670.0,1.0,126.0,0.226,40.62,204.0,0.00254,0.03654,0.00247,0.04761,0.01461,0.00274,0.00585,1.637e-06,62.3,26.5,265.0,0.11352,0.36,40.1,0.022,5,1,1.2e-05,8.65684221246613,0.03556633155499932,0.18786984892148126,0.2728601717588967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.642486806330623,2018,7
2018-08-06,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.18,7.93,8.978,0.5,,,664.0,4.0,4.0,5.5,0.005,1200.0,,180.0,0.536,82.0,164.0,0.00254,0.0357,0.00368,0.02817,0.01298,0.00543,0.01364,1.166e-06,66.01,27.89,280.0,0.27957,0.36,40.1,0.022,5,1,1.2e-05,9.020169731225607,0.03746011509864412,0.19682795092880245,0.28589128661259244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.722739494264102,2018,8
2018-09-04,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),5.71,6.91,1.253,0.5,1.0,0.462,296.0,27.0,5.0,4.9,0.005,7200.0,3.9,60.0,0.127,22.2,93.0,0.00137,0.0373,0.00251,0.10405,0.0078,0.0014,0.01,1.5061999999999999e-05,34.19,14.07,143.0,0.06467,0.36,40.1,0.022,5,1,1.2e-05,5.461491056984969,0.01988906764319114,0.11148215737241009,0.16178570425015054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.36430243136265,2018,9
2018-10-01,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),8.59,7.73,5.952,0.5,1.0,0.721,658.0,8.0,4.0,5.6,0.005,230.0,2.4,150.0,0.375,68.45,191.0,0.00236,0.03501,0.00247,0.0344,0.01135,0.00401,0.02069,2.056e-06,63.16,26.83,268.0,0.16722,0.36,40.1,0.022,5,1,1.2e-05,8.729915868662115,0.03594557318646018,0.18966758415924967,0.2754752146682992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.130810589284994,2018,10
2018-11-05,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),8.56,7.43,3.067,0.5,1.0,0.401,498.0,10.0,4.0,6.7,0.005,660.0,1.9,116.0,0.3,52.0,183.0,0.002,0.03056,0.00278,0.09326,0.02003,0.00993,0.01807,2.604e-06,59.44,24.65,250.0,0.10752,0.36,40.1,0.022,5,1,1.2e-05,8.288264692037941,0.033666338556851125,0.17883327260836487,0.25971587025552034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.693070205201874,2018,11
2018-12-03,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),10.66,7.41,1.371,0.5,1.037,0.202,544.0,30.0,7.0,5.6,0.003,4200.0,5.1,193.0,0.15,38.0,153.0,0.002,0.03008,0.00168,0.06708,0.01466,0.00125,,5.19e-06,51.29,19.66,209.0,0.05553,0.36,40.1,0.022,5,1,1.2e-05,7.2506182447020615,0.02843797323151677,0.1536861866714078,0.2231433082038709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.21044762066139,2018,12
2018-02-05,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.7,7.14,6.2,0.15,1.0,0.5,770.0,4.0,4.0,5.3,0.005,280.0,5.6,274.0,0.32,71.52,220.0,0.02,0.0351,0.004,0.05,0.0343,0.005,0.011,1.68e-06,80.8667,35.7665,349.0,0.323,0.36,40.1,0.022,5,1,1.2e-05,10.632846737676957,0.046100637132968754,0.2371490493123742,0.34455606858901866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.001953922779554,2018,2
2018-03-05,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),10.0,7.32,2.806,0.1,1.0,0.179,724.0,14.0,4.0,4.7,0.005,280.0,8.3,269.0,0.183,58.76,194.0,0.02,0.0356,0.004,0.05,0.0284,0.005,0.0057,3.81e-06,69.3758,29.6094,295.0,0.132,0.36,40.1,0.022,5,1,1.2e-05,9.378597700852064,0.03934804086577637,0.20571241480857003,0.2988161826157583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.73428459551431,2018,3
2018-04-02,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.9,7.52,5.129,0.1,1.0,0.349,918.0,6.0,4.0,4.7,0.005,30.0,6.5,338.0,0.379,91.5,209.0,0.00188,0.0415,0.0045,,0.01753,0.00461,0.00918,1.29e-06,84.67,36.14,360.0,0.151,0.36,40.1,0.022,5,1,1.2e-05,10.882104322318245,0.04746844734572288,0.24345740715378006,0.3537358106444025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.754985667813283,2018,4
2018-05-07,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),5.6,7.1,2.04,0.119,1.0,0.286,724.0,18.0,4.0,5.7,0.005,230.0,13.1,247.0,0.187,56.94,191.0,0.05,0.0393,0.025,0.1,0.03475,0.005,0.1,3.311e-06,66.56,27.56,280.0,0.134,0.36,40.1,0.022,5,1,1.2e-05,9.020169731225607,0.03746011509864412,0.19682795092880245,0.28589128661259244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.59955158297465,2018,5
2018-06-04,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),5.5,7.15,2.043,0.189,1.0,0.381,514.0,28.0,5.0,5.9,0.005,560.0,3.1,149.0,0.175,41.6,175.0,0.05,0.0347,0.025,0.1,0.03277,0.005,0.1,,54.4,22.55,229.0,0.165,0.36,40.1,0.022,5,1,1.2e-05,7.762667106800561,0.030995154233818042,0.1660396827229975,0.24110850120979305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04643991703485516,2018,6
2018-01-16,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.3,6.76,7.854,1.71,2.9,1.94,1378.0,7.0,4.0,3.7,0.01,8400.0,0.6,646.0,0.59,55.77,134.0,0.02,0.0272,0.004,0.05,0.1441,0.005,0.0392,1.8799999999999998e-06,58.1655,20.8841,231.0,0.151,0.36,40.1,0.022,5,1,1.2e-05,7.813234751768911,0.03125014363004781,0.167265668951834,0.24289151836419778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.680385379383655,2018,1
2018-02-13,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.3,6.73,7.52,1.65,2.86,1.24,1668.0,8.0,6.0,3.1,0.008,8800.0,0.2,828.0,0.51,60.63,135.0,0.02,0.028,0.0048,0.05,0.0292,0.005,0.0361,2.32e-06,59.5857,19.797,230.0,0.134,0.36,40.1,0.022,5,1,1.2e-05,7.787964851924565,0.031122664951970753,0.1666528810575384,0.24200030573007464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.339002302693718,2018,2
2018-03-12,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.1,6.91,7.88,2.07,2.843,1.343,662.0,7.0,4.0,4.5,0.005,91.0,2.1,209.0,0.507,59.24,175.0,0.02,0.0312,0.0064,0.05,0.012,0.005,0.0294,1.4499999999999999e-06,69.1557,26.5888,282.0,0.162,0.36,40.1,0.022,5,1,1.2e-05,9.06823605802268,0.037712169761849906,0.19801670173676467,0.28762060049375227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.089681502484813,2018,3
2018-04-09,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.4,7.09,8.462,1.21,2.126,1.528,608.0,5.0,4.0,5.2,0.005,110.0,1.1,183.0,0.523,59.04,149.0,0.05,0.0281,0.025,0.1,0.01276,0.005,0.1,2.828e-06,64.41,23.59,258.0,0.145,0.36,40.1,0.022,5,1,1.2e-05,8.485515715261092,0.03468046383008727,0.18366286217747171,0.2667407058383239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.58166554998348,2018,4
2018-05-14,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.1,6.82,5.752,0.101,1.064,0.639,620.0,8.0,6.0,4.2,0.005,140.0,0.6,167.0,0.401,51.2,205.0,0.05,0.0312,0.025,0.1,0.0064,0.005,0.1,1.031e-06,70.62,25.93,283.0,0.114,0.36,40.1,0.022,5,1,1.2e-05,9.092236821498746,0.037838158306008673,0.19861058985764152,0.2884845545497665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.618456934370288,2018,5
2018-06-11,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),6.87,8.21,3.754,0.157,1.0,0.328,466.0,7.0,4.0,3.7,0.005,220.0,-0.2,107.0,0.342,40.42,178.0,0.05,0.0243,0.025,0.1,0.0059,0.005,0.1,5e-07,56.9,19.98,224.0,0.101,0.36,40.1,0.022,5,1,1.2e-05,7.635755311940686,0.030357114814089523,0.16296746134005996,0.2366404950104509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.209877464490088,2018,6
2018-07-16,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.14,7.01,5.076,1.151,1.73,1.49,402.0,6.0,4.0,4.9,0.005,,1.0,89.0,0.398,41.43,129.0,0.002,0.0227,0.0019,0.02938,0.00986,0.0021,0.01773,1.291e-06,46.48,16.46,184.0,0.11216,0.36,40.1,0.022,5,1,1.2e-05,6.5926690693447,0.025221340371738853,0.13798343590325785,0.20031065940896314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.761924419639804,2018,7
2018-08-13,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.53,7.4,,,,,,,,3.6,0.005,360.0,1.0,75.0,0.37,,,0.002,0.01936,0.00181,0.02131,0.00469,0.00176,0.0163,2.644e-06,43.93,15.7,174.0,0.09469,0.36,40.1,0.022,5,1,1.2e-05,6.323243865532285,0.023927774768519518,0.1316120763771511,0.1910474728425138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.022678931655626,2018,8
2018-09-10,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.81,7.21,9.141,0.5,1.039,1.557,512.0,6.0,4.0,4.4,0.005,430.0,1.0,118.0,0.47,42.0,160.0,0.002,0.02381,0.00216,0.02724,0.00688,0.0025,0.01935,3.03e-06,59.8,20.93,236.0,0.16106,0.36,40.1,0.022,5,1,1.2e-05,7.939171805706757,0.03188706150865764,0.17032352290052863,0.24733880563190178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.237964589445177,2018,9
2018-10-08,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.42,7.4,3.397,0.5,1.0,0.639,314.0,5.0,4.0,3.1,0.005,180.0,1.0,52.0,0.255,22.93,120.0,0.00111,0.01525,0.00193,0.01545,0.00276,0.00122,0.01368,1.038e-06,38.86,13.11,151.0,0.08255,0.36,40.1,0.022,5,1,1.2e-05,5.688056402879122,0.02093576766400661,0.11673620595318035,0.1694225002819708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65676884605516,2018,10
2018-11-13,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.04,6.84,8.586,0.5,1.419,1.642,488.0,4.0,4.0,5.8,0.005,240.0,1.0,119.0,0.61,50.0,160.0,0.002,0.02174,0.00324,0.03425,0.00511,0.00288,0.03659,5.5e-07,58.63,21.23,234.0,0.16371,0.36,40.1,0.022,5,1,1.2e-05,7.8888788822543106,0.0316323888843483,0.16910159039592235,0.24556163433885045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.595497179847652,2018,11
2018-12-10,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),9.05,6.9,9.08,1.861,2.493,1.748,574.0,5.0,4.0,4.5,0.005,8200.0,1.0,138.0,0.54,52.0,182.0,0.002,0.0254,0.002,0.02,0.002,0.002,0.01,5.89e-07,63.48,23.49,255.0,0.15709,0.36,40.1,0.022,5,1,1.2e-05,8.411730700434715,0.03430038291211223,0.18185450722635566,0.26411034594045324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.917864259316549,2018,12
2018-01-22,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),9.2,6.87,7.527,0.74,1.39,0.29,684.0,7.0,4.0,5.2,0.006,2000.0,1.6,267.0,0.55,77.46,135.0,0.02,0.0204,0.004,0.05,0.0234,0.005,0.0247,1.9299999999999997e-06,55.9963,19.7264,221.0,0.143,0.36,40.1,0.022,5,1,1.2e-05,7.559264095915987,0.029973896998331688,0.16111906773709614,0.2339523934930353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.086535282014843,2018,1
